time,throughput_mbps,latency_max,segment_loss_rate_weighted
1.0061607360839844,0.00031999999999999997,9189,0.0
2.022332191467285,0.000608,35655,0.0
3.0421597957611084,0.0008960000000000001,42921,0.0
4.055591344833374,0.001136,50061,0.0
5.086571216583252,0.001312,52941,0.0
6.0951926708221436,0.001456,56448,0.0
7.11919641494751,0.001608,55480,0.0
8.15027403831482,0.001752,55128,0.0
9.172322750091553,0.0018960000000000001,56583,0.0
